年份,出售單位 發電案場,購買者,憑證種類,供電種類,憑證張數,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光嘉義1、2、3廠),祥群興業有限公司,太陽能,轉供,3,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光嘉義1、2、3廠),第一商業銀行股份有限公司,太陽能,轉供,79,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光嘉義1、2、3廠),荷蘭商瑞力登國際有限公司台灣分公司,太陽能,轉供,9,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光嘉義1、2、3廠),華碩電腦股份有限公司,太陽能,轉供,58,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光嘉義1、2、3廠),雲豹能源科技股份有限公司,太陽能,轉供,6,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光台中1、2廠),信義房屋股份有限公司,太陽能,轉供,149,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光台中1、2廠),元太科技工業股份有限公司,太陽能,轉供,61,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光台中1、2廠),利奇機械工業股份有限公司,太陽能,轉供,267,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光台中1、2廠),新光合成纖維股份有限公司,太陽能,轉供,288,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光台中1、2廠),財團法人中國生產力中心,太陽能,轉供,4,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光台中1、2廠),順捷股份有限公司,太陽能,轉供,10,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光台中1、2廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,90,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光台中1、2廠),鷗美有限公司,太陽能,轉供,43,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化2廠),友達光電股份有限公司,太陽能,轉供,2,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化2廠),新光合成纖維股份有限公司,太陽能,轉供,259,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化2廠),達輝光電股份有限公司,太陽能,轉供,106,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光雲林6、7、10廠),華碩電腦股份有限公司,太陽能,轉供,1,詳情
2024,陽光伏特家電力股份有限公司偉澄有限公司(偉澄嘉義1、2廠),元太科技工業股份有限公司,太陽能,轉供,611,詳情
2024,陽光伏特家電力股份有限公司偉澄有限公司(偉澄嘉義3廠),元太科技工業股份有限公司,太陽能,轉供,138,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化23廠),友達光電股份有限公司,太陽能,轉供,40,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化23廠),新光合成纖維股份有限公司,太陽能,轉供,83,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化23廠),達輝光電股份有限公司,太陽能,轉供,7,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化22廠),信義房屋股份有限公司,太陽能,轉供,8,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化22廠),友達光電股份有限公司,太陽能,轉供,15,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化22廠),新光合成纖維股份有限公司,太陽能,轉供,67,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化22廠),賽諾菲股份有限公司,太陽能,轉供,2,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化22廠),順捷股份有限公司,太陽能,轉供,3,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化22廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,17,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化22廠),鷗美有限公司,太陽能,轉供,7,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化24、25廠),友達光電股份有限公司,太陽能,轉供,108,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化24、25廠),新光合成纖維股份有限公司,太陽能,轉供,217,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化24、25廠),達輝光電股份有限公司,太陽能,轉供,18,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化26廠),信義房屋股份有限公司,太陽能,轉供,25,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化26廠),友達光電股份有限公司,太陽能,轉供,32,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化26廠),新光合成纖維股份有限公司,太陽能,轉供,150,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化26廠),財團法人中國生產力中心,太陽能,轉供,2,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化26廠),賽諾菲股份有限公司,太陽能,轉供,5,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化26廠),順捷股份有限公司,太陽能,轉供,7,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化26廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,39,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化26廠),鷗美有限公司,太陽能,轉供,19,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化27、28、29廠),友達光電股份有限公司,太陽能,轉供,161,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化27、28、29廠),新光合成纖維股份有限公司,太陽能,轉供,304,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化27、28、29廠),達輝光電股份有限公司,太陽能,轉供,27,詳情
2024,陽光伏特家電力股份有限公司沅碁光電股份有限公司(沅碁高雄1、2、3廠),嬌聯股份有限公司,太陽能,轉供,235,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化3、46廠),友達光電股份有限公司,太陽能,轉供,1,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化3、46廠),新光合成纖維股份有限公司,太陽能,轉供,114,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化3、46廠),達輝光電股份有限公司,太陽能,轉供,47,詳情
2024,陽光伏特家電力股份有限公司巨光能源科技有限公司(巨光鹿12廠),信義房屋股份有限公司,太陽能,轉供,31,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力台南1、2、3、4廠),信義房屋股份有限公司,太陽能,轉供,165,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力台南1、2、3、4廠),友達光電股份有限公司,太陽能,轉供,107,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力台南1、2、3、4廠),新光合成纖維股份有限公司,太陽能,轉供,515,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力台南1、2、3、4廠),財團法人中國生產力中心,太陽能,轉供,7,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力台南1、2、3、4廠),賽諾菲股份有限公司,太陽能,轉供,16,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力台南1、2、3、4廠),順捷股份有限公司,太陽能,轉供,26,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力台南1、2、3、4廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,135,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力台南1、2、3、4廠),鷗美有限公司,太陽能,轉供,71,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化1廠),友達光電股份有限公司,太陽能,轉供,21,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化1廠),新光合成纖維股份有限公司,太陽能,轉供,33,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化1廠),達輝光電股份有限公司,太陽能,轉供,10,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),優派國際股份有限公司,太陽能,轉供,94,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),全智科技股份有限公司,太陽能,轉供,498,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),凱瑋實業有限公司,太陽能,轉供,1,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),台灣固網股份有限公司,太陽能,轉供,14,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),富士達股份有限公司,太陽能,轉供,9,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),永豐金證券股份有限公司,太陽能,轉供,154,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),碩譽電機股份有限公司,太陽能,轉供,13,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),英屬開曼群島商睿能新動力股份有限公司台灣分公司,太陽能,轉供,143,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),華碩電腦股份有限公司,太陽能,轉供,147,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),華美光學科技股份有限公司,太陽能,轉供,947,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中2廠),賀眾企業股份有限公司,太陽能,轉供,9,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),優派國際股份有限公司,太陽能,轉供,95,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),全智科技股份有限公司,太陽能,轉供,501,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),凱瑋實業有限公司,太陽能,轉供,1,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),台灣固網股份有限公司,太陽能,轉供,15,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),富士達股份有限公司,太陽能,轉供,8,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),永豐金證券股份有限公司,太陽能,轉供,154,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),碩譽電機股份有限公司,太陽能,轉供,13,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),英屬開曼群島商睿能新動力股份有限公司台灣分公司,太陽能,轉供,146,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),華碩電腦股份有限公司,太陽能,轉供,150,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),華美光學科技股份有限公司,太陽能,轉供,952,詳情
2024,陽光伏特家電力股份有限公司宣聚股份有限公司(宣聚台中1廠),賀眾企業股份有限公司,太陽能,轉供,8,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力彰化1、2廠),信義房屋股份有限公司,太陽能,轉供,141,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力彰化1、2廠),友達光電股份有限公司,太陽能,轉供,98,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力彰化1、2廠),新光合成纖維股份有限公司,太陽能,轉供,418,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力彰化1、2廠),財團法人中國生產力中心,太陽能,轉供,6,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力彰化1、2廠),賽諾菲股份有限公司,太陽能,轉供,15,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力彰化1、2廠),順捷股份有限公司,太陽能,轉供,21,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力彰化1、2廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,126,詳情
2024,陽光伏特家電力股份有限公司新光電力科技股份有限公司(新光電力彰化1、2廠),鷗美有限公司,太陽能,轉供,63,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化39廠),友達光電股份有限公司,太陽能,轉供,40,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化39廠),新光合成纖維股份有限公司,太陽能,轉供,80,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化39廠),達輝光電股份有限公司,太陽能,轉供,24,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),信義房屋股份有限公司,太陽能,轉供,55,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),攸泰科技股份有限公司,太陽能,轉供,13,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),新光合成纖維股份有限公司,太陽能,轉供,156,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),普萊德科技股份有限公司,太陽能,轉供,9,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),泉福印染股份有限公司,太陽能,轉供,14,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),祥群興業有限公司,太陽能,轉供,4,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),第一商業銀行股份有限公司,太陽能,轉供,99,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),荷蘭商瑞力登國際有限公司台灣分公司,太陽能,轉供,10,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),華碩電腦股份有限公司,太陽能,轉供,65,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化40、41廠),雲豹能源科技股份有限公司,太陽能,轉供,6,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化42、43廠),友達光電股份有限公司,太陽能,轉供,2,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化42、43廠),新光合成纖維股份有限公司,太陽能,轉供,213,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化42、43廠),達輝光電股份有限公司,太陽能,轉供,94,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化44、45廠),友達光電股份有限公司,太陽能,轉供,1,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化44、45廠),新光合成纖維股份有限公司,太陽能,轉供,94,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化44、45廠),達輝光電股份有限公司,太陽能,轉供,38,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化10、11廠),友達光電股份有限公司,太陽能,轉供,60,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化10、11廠),新光合成纖維股份有限公司,太陽能,轉供,102,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化10、11廠),達輝光電股份有限公司,太陽能,轉供,35,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化12廠),友達光電股份有限公司,太陽能,轉供,77,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化13、14廠),友達光電股份有限公司,太陽能,轉供,101,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化15、48廠),友達光電股份有限公司,太陽能,轉供,63,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化15、48廠),新光合成纖維股份有限公司,太陽能,轉供,129,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化15、48廠),達輝光電股份有限公司,太陽能,轉供,11,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化18廠),友達光電股份有限公司,太陽能,轉供,1,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化18廠),新光合成纖維股份有限公司,太陽能,轉供,178,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化18廠),達輝光電股份有限公司,太陽能,轉供,79,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化19廠),友達光電股份有限公司,太陽能,轉供,29,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化19廠),新光合成纖維股份有限公司,太陽能,轉供,61,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化19廠),達輝光電股份有限公司,太陽能,轉供,5,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化20廠),信義房屋股份有限公司,太陽能,轉供,25,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化20廠),友達光電股份有限公司,太陽能,轉供,11,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化20廠),新光合成纖維股份有限公司,太陽能,轉供,164,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化20廠),財團法人中國生產力中心,太陽能,轉供,2,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化20廠),賽諾菲股份有限公司,太陽能,轉供,1,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化20廠),順捷股份有限公司,太陽能,轉供,6,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化20廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,44,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化20廠),鷗美有限公司,太陽能,轉供,20,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化21廠),友達光電股份有限公司,太陽能,轉供,39,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化21廠),新光合成纖維股份有限公司,太陽能,轉供,95,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化21廠),達輝光電股份有限公司,太陽能,轉供,8,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化50、30廠),信義房屋股份有限公司,太陽能,轉供,25,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化50、30廠),友達光電股份有限公司,太陽能,轉供,31,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化50、30廠),新光合成纖維股份有限公司,太陽能,轉供,159,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化50、30廠),財團法人中國生產力中心,太陽能,轉供,2,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化50、30廠),賽諾菲股份有限公司,太陽能,轉供,5,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化50、30廠),順捷股份有限公司,太陽能,轉供,7,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化50、30廠),高雄塑酯化學工業股份有限公司,太陽能,轉供,41,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化50、30廠),鷗美有限公司,太陽能,轉供,19,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化31廠),友達光電股份有限公司,太陽能,轉供,18,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化32廠),友達光電股份有限公司,太陽能,轉供,37,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化33廠),友達光電股份有限公司,太陽能,轉供,36,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化33廠),新光合成纖維股份有限公司,太陽能,轉供,57,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化33廠),達輝光電股份有限公司,太陽能,轉供,19,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化35、36、37、38、51廠),友達光電股份有限公司,太陽能,轉供,179,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化35、36、37、38、51廠),新光合成纖維股份有限公司,太陽能,轉供,351,詳情
2024,陽光伏特家電力股份有限公司金良科技股份有限公司(新光彰化35、36、37、38、51廠),達輝光電股份有限公司,太陽能,轉供,30,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林1廠),友達光電股份有限公司,太陽能,轉供,227,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林2廠),欣銓科技股份有限公司,太陽能,轉供,197,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林7、8廠),友達光電股份有限公司,太陽能,轉供,38,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林9、10廠),友達光電股份有限公司,太陽能,轉供,208,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林12廠),欣銓科技股份有限公司,太陽能,轉供,95,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林13廠),欣銓科技股份有限公司,太陽能,轉供,47,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林14廠),友達光電股份有限公司,太陽能,轉供,186,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林15廠),友達光電股份有限公司,太陽能,轉供,152,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林16、17廠),欣銓科技股份有限公司,太陽能,轉供,279,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林18廠),友達光電股份有限公司,太陽能,轉供,84,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來雲林19、20廠),友達光電股份有限公司,太陽能,轉供,325,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來嘉義1廠),友達光電股份有限公司,太陽能,轉供,86,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來嘉義2廠),友達光電股份有限公司,太陽能,轉供,210,詳情
2024,陽光伏特家電力股份有限公司惠來光電股份有限公司(惠來台南1廠),友達光電股份有限公司,太陽能,轉供,194,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶雲林1廠),友達光電股份有限公司,太陽能,轉供,227,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶雲林4、5廠),利奇機械工業股份有限公司,太陽能,轉供,13,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶雲林4、5廠),台灣中外製藥股份有限公司,太陽能,轉供,3,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶雲林4、5廠),華美光學科技股份有限公司,太陽能,轉供,30,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶嘉義1、2廠),友達光電股份有限公司,太陽能,轉供,337,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶嘉義3廠),利奇機械工業股份有限公司,太陽能,轉供,4,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶嘉義3廠),台灣中外製藥股份有限公司,太陽能,轉供,1,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶嘉義3廠),華美光學科技股份有限公司,太陽能,轉供,10,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶南投1廠),利奇機械工業股份有限公司,太陽能,轉供,14,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶南投1廠),台灣中外製藥股份有限公司,太陽能,轉供,3,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶南投1廠),華美光學科技股份有限公司,太陽能,轉供,30,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶南投2廠),利奇機械工業股份有限公司,太陽能,轉供,12,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶南投2廠),台灣中外製藥股份有限公司,太陽能,轉供,3,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶南投2廠),華美光學科技股份有限公司,太陽能,轉供,27,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶彰化1廠),友達光電股份有限公司,太陽能,轉供,155,詳情
2024,陽光伏特家電力股份有限公司健能科技興業股份有限公司(健能雲林1廠),友達光電股份有限公司,太陽能,轉供,52,詳情
2024,陽光伏特家電力股份有限公司健能科技興業股份有限公司(健能雲林2廠),友達光電股份有限公司,太陽能,轉供,110,詳情
2024,陽光伏特家電力股份有限公司健能科技興業股份有限公司(健能嘉義1廠),友達光電股份有限公司,太陽能,轉供,202,詳情
2024,陽光伏特家電力股份有限公司健能科技興業股份有限公司(健能南投1廠),友達光電股份有限公司,太陽能,轉供,70,詳情
2024,陽光伏特家電力股份有限公司聚眾能源股份有限公司(聚眾雲林1廠),友達光電股份有限公司,太陽能,轉供,226,詳情
2024,陽光伏特家電力股份有限公司聚眾能源股份有限公司(聚眾彰化1廠),友達光電股份有限公司,太陽能,轉供,16,詳情
2024,陽光伏特家電力股份有限公司聚眾能源股份有限公司(聚眾雲林2廠),友達光電股份有限公司,太陽能,轉供,51,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶彰化2廠),友達光電股份有限公司,太陽能,轉供,22,詳情
2024,陽光伏特家電力股份有限公司日晶興業股份有限公司(日晶雲林2、3廠),友達光電股份有限公司,太陽能,轉供,72,詳情
2024,順長興企業股份有限公司(順長興嘉義1廠),友達光電股份有限公司,太陽能,轉供,1560,詳情
2024,鹿威風力發電股份有限公司(鹿威-彰濱風場),台灣積體電路製造股份有限公司,風力能,轉供,104625,詳情
2024,鹿威風力發電股份有限公司(鹿威-鹿港風場),台灣積體電路製造股份有限公司,風力能,轉供,64747,詳情
2024,鹿威風力發電股份有限公司(鹿港風場二期),台灣積體電路製造股份有限公司,風力能,轉供,14284,詳情
2024,龍威風力發電股份有限公司(龍威風場一),台灣積體電路製造股份有限公司,風力能,轉供,65113,詳情
2024,龍威風力發電股份有限公司(龍威風場二),台灣積體電路製造股份有限公司,風力能,轉供,9903,詳情
2024,龍威風力發電股份有限公司(龍威風場三),台灣積體電路製造股份有限公司,風力能,轉供,4867,詳情
2025,中威風力發電股份有限公司(台中風場),台灣積體電路製造股份有限公司,風力能,轉供,20865,詳情
2025,中曜股份有限公司開陽智慧能源股份有限公司(中曜股份有限公司 ),中華票券金融股份有限公司,太陽能,轉供,12,詳情
2025,中租電力科技股份有限公司(帝寶工業新營廠房屋頂太陽光電發電廠),中租迪和股份有限公司,太陽能,轉供,61,詳情
2025,中鋼光能股份有限公司(中鋼鋼板工場#02#03庫),中國鋼鐵股份有限公司,太陽能,併網型直供,146,詳情
2025,中鋼光能股份有限公司(中鋼#09~#11條鋼工廠),中國鋼鐵股份有限公司,太陽能,併網型直供,107,詳情
2025,中鋼光能股份有限公司(中鋼小鋼胚儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,50,詳情
2025,中鋼光能股份有限公司(中鋼成品倉庫#25庫),中國鋼鐵股份有限公司,太陽能,併網型直供,74,詳情
2025,中鋼光能股份有限公司(中鋼#17成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,53,詳情
2025,中鋼光能股份有限公司(中鋼#20成品倉庫),中國鋼鐵股份有限公司,太陽能,併網型直供,63,詳情
2025,中鋼光能股份有限公司(中鋼輕型軋輥課),中國鋼鐵股份有限公司,太陽能,併網型直供,12,詳情
2025,中鋼光能股份有限公司(中鋼第二線材水場脫水機房),中國鋼鐵股份有限公司,太陽能,併網型直供,9,詳情
2025,中鋼光能股份有限公司(中鋼第二連續退火線(庫),中國鋼鐵股份有限公司,太陽能,併網型直供,53,詳情
2025,中鋼光能股份有限公司(中鋼W3扁鋼胚鑄造精整儲區),中國鋼鐵股份有限公司,太陽能,併網型直供,51,詳情
